0.1,2.82842712474619,0.001259093,0.0
0.2,2.82842712474619,0.00457036,0.0
0.30000000000000004,2.82842712474619,0.006173825,0.0
0.4,2.82842712474619,0.009341284,0.0
0.5,2.82842712474619,0.01095111,0.0
0.6000000000000001,2.82842712474619,0.01386495,0.0
0.7000000000000001,2.82842712474619,0.01705542,0.0
0.8,2.82842712474619,0.01730931,0.0
0.9,2.82842712474619,0.02111399,0.0
1,2.82842712474619,0.02162099,0.0
2,2.82842712474619,0.03569152,0.0
3,2.82842712474619,0.04057835,0.0
4,2.82842712474619,0.04470194,0.0
5,2.82842712474619,0.04580166,0.0
6,2.82842712474619,0.04665351,0.0
7,2.82842712474619,0.04718712,0.0
8,2.82842712474619,0.0477534,0.0
9,2.82842712474619,0.04799546,0.0
10,2.82842712474619,0.04858573,0.0
20,2.82842712474619,0.04916648,0.0
30,2.82842712474619,0.04952251,0.0
40,2.82842712474619,0.04944898,0.0
50,2.82842712474619,0.04962977,0.0
60,2.82842712474619,0.04957873,0.0
70,2.82842712474619,0.05043243,0.0
80,2.82842712474619,0.05006042,0.0
90,2.82842712474619,0.04974553,0.0
100,2.82842712474619,0.0496515,0.0
200,2.82842712474619,0.05012724,0.0
300,2.82842712474619,0.05008759,0.0
400,2.82842712474619,0.05089625,0.0
500,2.82842712474619,0.05095258,0.0
600,2.82842712474619,0.05112083,0.0
700,2.82842712474619,0.05131634,0.0
800,2.82842712474619,0.05126557,0.0
900,2.82842712474619,0.05135953,0.0
1000,2.82842712474619,0.05155998,0.0
2000,2.82842712474619,0.05315525,0.0
3000,2.82842712474619,0.05395068,0.0
4000,2.82842712474619,0.05477384,0.0
5000,2.82842712474619,0.05486034,0.0
6000,2.82842712474619,0.05522459,0.0
7000,2.82842712474619,0.05506886,0.0
8000,2.82842712474619,0.05481278,0.0
9000,2.82842712474619,0.05436104,0.0
10000,2.82842712474619,0.05425638,0.0
20000,2.82842712474619,0.04835986,0.0
30000,2.82842712474619,0.04248942,0.0
40000,2.82842712474619,0.0350013,0.0
50000,2.82842712474619,0.02526922,0.0
60000,2.82842712474619,0.0173592,0.0
70000,2.82842712474619,0.01210911,0.0
80000,2.82842712474619,0.009834671,0.0
90000,2.82842712474619,0.008387769,0.0
100000,2.82842712474619,0.006871032,0.0
200000,2.82842712474619,0.00421592,0.0
300000,2.82842712474619,0.003240202,0.0
400000,2.82842712474619,0.002752122,0.0
500000,2.82842712474619,0.002739128,0.0
600000,2.82842712474619,0.002115388,0.0
700000,2.82842712474619,0.002221305,0.0
800000,2.82842712474619,0.001543958,0.0
900000,2.82842712474619,0.001878008,0.0
1000000,2.82842712474619,0.001665513,0.0
2000000,2.82842712474619,0.001817676,0.0
3000000,2.82842712474619,0.001196489,0.0
4000000,2.82842712474619,0.001447503,0.0
5000000,2.82842712474619,0.001450872,0.0
6000000,2.82842712474619,0.001517913,0.0
7000000,2.82842712474619,0.0005864515,0.0
8000000,2.82842712474619,0.0001190512,0.0
9000000,2.82842712474619,6.943043e-06,0.0
